medicineID	medicineName	medicineType	dosageType	drugRoute	company	drug	dosages	activeIngredientUnit	pharmacologicalClasses	category
102	Albuterol 	Bronchodialator	TABLET	ORAL	Dash Pharmaceutical LLC	ALBUTEROL SULFATE	2;4	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
103	Albuterol 	Bronchodialator	TABLET	ORAL	Virtus Pharmaceuticals LLC	ALBUTEROL SULFATE	2;4	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
104	Albuterol 	Bronchodialator	TABLET	ORAL	Zydus Pharmaceuticals (USA) Inc.	ALBUTEROL SULFATE	2;4	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
105	Albuterol 	Bronchodialator	TABLET	ORAL	Cadila Healthcare Limited	ALBUTEROL SULFATE	2;4	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
106	Albuterol Sulate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"NuCare Pharmaceuticals,Inc."	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
107	Albuterol Sulate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	Preferred Pharmaceuticals Inc.	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
108	Albuterol Sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	Par Pharmaceutical Inc.	ALBUTEROL SULFATE	108	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
109	Albuterol Sulfate 	Bronchodialator	TABLET	ORAL	Mylan Pharmaceuticals Inc.	ALBUTEROL SULFATE	4;8	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
110	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Mylan Pharmaceuticals Inc.	ALBUTEROL SULFATE	0.75;1.5;2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
111	Albuterol Sulfate 	Bronchodialator	SYRUP	ORAL	"Actavis Pharma, Inc."	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
112	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Nephron Pharmaceuticals Corporation	ALBUTEROL SULFATE	0.63	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
113	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Nephron SC Inc.	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
114	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Nephron SC Inc.	ALBUTEROL SULFATE	2.5	mg/.5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
115	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Nephron Pharmaceuticals Corporation	ALBUTEROL SULFATE	1.25	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
116	Albuterol Sulfate 	Bronchodialator	SOLUTION	INTRABRONCHIAL	"Actavis Pharma, Inc."	ALBUTEROL SULFATE	0.63;1.25;2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
117	Albuterol Sulfate 	Bronchodialator	SYRUP	ORAL	Atlantic Biologicals Corps	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
118	albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	Perrigo New York Inc	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
119	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	A-S Medication Solutions	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
120	albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	A-S Medication Solutions	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
121	ALBUTEROL SULFATE 	Bronchodialator	INHALANT	RESPIRATORY (INHALATION)	A-S Medication Solutions	ALBUTEROL SULFATE	108	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
122	Albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	A-S Medication Solutions	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
123	Albuterol Sulfate 	Bronchodialator	SYRUP	ORAL	"Hi-Tech Pharmacal Co., Inc."	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
124	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Hi-Tech Pharmacal Co., Inc."	ALBUTEROL SULFATE	5	mg/mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
125	albuterol sulfate 	Bronchodialator	TABLET	ORAL	Golden State Medical Supply	ALBUTEROL SULFATE	2;4	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
126	ALBUTEROL SULFATE 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"HF Acquisition Co LLC, DBA HealthFirst"	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
127	ALBUTEROL SULFATE 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"HF Acquisition Co LLC, DBA HealthFirst"	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
128	ALBUTEROL SULFATE 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"HF Acquisition Co LLC, DBA HealthFirst"	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
129	albuterol sulfate 	Bronchodialator	TABLET	ORAL	"Sun Pharmaceutical Industries, Inc."	ALBUTEROL SULFATE	2;4	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
130	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Cardinal Health, Inc."	ALBUTEROL SULFATE	2.5	mg/.5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
131	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Cardinal Health, Inc."	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
132	ALBUTEROL SULFATE 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Aurobindo Pharma Limited	ALBUTEROL SULFATE	0.63;1.25	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
133	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	American Health Packaging	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
134	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Proficient Rx LP	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
135	albuterol sulfate 	Bronchodialator	TABLET	ORAL	Bryant Ranch Prepack	ALBUTEROL SULFATE	2	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
136	ALBUTEROL SULFATE 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	Aurobindo Pharma Limited	ALBUTEROL SULFATE	0.83	mg/mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
137	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Nucare Pharmaceuticals, Inc."	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
138	Albuterol Sulfate 	Bronchodialator	SYRUP	ORAL	"VistaPharm, Inc."	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
139	Albuterol Sulfate 	Bronchodialator	SYRUP	ORAL	"RedPharm Drug, Inc."	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
140	Albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"NuCare Pharmaceuticals,Inc."	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
141	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"NuCare Pharmaceuticals,Inc."	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
142	albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"NuCare Pharmaceuticals,Inc."	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN OTC DRUG
143	albuterol sulfate 	Bronchodialator	TABLET	ORAL	American Health Packaging	ALBUTEROL SULFATE	2;4	mg/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
144	Albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"Lupin Pharmaceuticals, Inc."	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
145	Albuterol Sulfate 	Bronchodialator	SYRUP	ORAL	"Preferred Pharmaceuticals, inc"	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
146	Albuterol Sulfate 	Bronchodialator	SYRUP	ORAL	Preferred Pharmaceuticals Inc.	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
147	ALBUTEROL SULFATE 	Bronchodialator	SYRUP	ORAL	"Preferred Pharmaceuticals, Inc."	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
148	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Preferred Pharmaceuticals, Inc."	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
149	Albuterol Sulfate 	Bronchodialator	SOLUTION	INTRABRONCHIAL	"Preferred Pharmaceuticals, Inc."	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
150	ALBUTEROL SULFATE 	Bronchodialator	INHALANT	RESPIRATORY (INHALATION)	Cipla USA Inc.	ALBUTEROL SULFATE	108	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
151	Albuterol Sulfate 	Bronchodialator	SOLUTION	INTRABRONCHIAL	REMEDYREPACK INC.	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
152	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	REMEDYREPACK INC.	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
153	albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	REMEDYREPACK INC.	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
154	ALBUTEROL SULFATE 	Bronchodialator	SYRUP	ORAL	QUAGEN PHARMACEUTICALS LLC	ALBUTEROL SULFATE	2	mg/5mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
155	albuterol sulfate 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	Proficient Rx LP	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
156	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Medical Purchasing Solutions, LLC"	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
157	ALBUTEROL SULFATE 	Bronchodialator	SOLUTION	INTRABRONCHIAL	Direct_Rx	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
158	ALBUTEROL SULFATE 	Bronchodialator	SOLUTION	INTRABRONCHIAL	DIRECT RX	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
159	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Ritedose Pharmaceuticals, LLC"	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
160	Albuterol Sulfate 	Bronchodialator	SOLUTION	RESPIRATORY (INHALATION)	"Asclemed USA, Inc."	ALBUTEROL SULFATE	2.5	mg/3mL	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
161	Albuterol Sulfate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"Teva Pharmaceuticals USA, Inc."	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
162	Albuterol Sulfate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	Prasco Laboratories	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
163	Albuterol Sulfate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"NuCare Pharmaceuticals,Inc."	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
164	Albuterol Sulfate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	Preferred Relabeled By: Preferred Pharmaceuticals Inc.	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
165	Albuterol Sulfate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	Proficient Rx LP	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
166	Albuterol Sulfate HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"Asclemed USA, Inc."	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
167	ALBUTEROL SULFATE HFA	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	"H.J. Harkins Company, Inc."	ALBUTEROL SULFATE	90	ug/g	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
168	albuterol sulfate HFA 	Bronchodialator	AEROSOL	RESPIRATORY (INHALATION)	A-S Medication Solutions	ALBUTEROL SULFATE	90	ug/1	"Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	HUMAN PRESCRIPTION DRUG
169	alogliptin and metformin hydrochloride 	Antihyperglycemic	TABLET	ORAL	Perrigo New York Inc	ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE	12.5;500;1000	mg/1	"Dipeptidyl Peptidase 4 Inhibitors [MoA],Dipeptidyl Peptidase 4 Inhibitor [EPC],Biguanide [EPC],Biguanides [CS]"	HUMAN OTC DRUG
170	Amiloride Hydrochloride 	Diuretic	TABLET	ORAL	"Par Pharmaceutical, Inc."	AMILORIDE HYDROCHLORIDE ANHYDROUS	5	mg/1	"Decreased Renal K+ Excretion [PE],Increased Diuresis [PE],Potassium-sparing Diuretic [EPC]"	HUMAN PRESCRIPTION DRUG
171	Amiloride Hydrochloride 	Diuretic	TABLET	ORAL	"Golden State Medical Supply, Inc."	AMILORIDE HYDROCHLORIDE ANHYDROUS	5	mg/1	"Decreased Renal K+ Excretion [PE],Increased Diuresis [PE],Potassium-sparing Diuretic [EPC]"	HUMAN PRESCRIPTION DRUG
172	Amiloride Hydrochloride and Hydrochlorothiazide 	Diuretic	TABLET	ORAL	Mylan Pharmaceuticals Inc.	AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	5;50	mg/1	"Decreased Renal K+ Excretion [PE],Increased Diuresis [PE],Potassium-sparing Diuretic [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [CS]"	HUMAN PRESCRIPTION DRUG
173	Amiloride Hydrochloride and Hydrochlorothiazide 	Diuretic	TABLET	ORAL	"Teva Pharmaceuticals USA, Inc."	AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	5;50	mg/1	"Decreased Renal K+ Excretion [PE],Increased Diuresis [PE],Potassium-sparing Diuretic [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [CS]"	HUMAN PRESCRIPTION DRUG
174	amiloride hydrocloride 	Diuretic	TABLET	ORAL	"Paddock Laboratories, LLC"	AMILORIDE HYDROCHLORIDE	5	mg/1	"Decreased Renal K+ Excretion [PE],Increased Diuresis [PE],Potassium-sparing Diuretic [EPC]"	HUMAN PRESCRIPTION DRUG
175	AMIODARONE HCI 	Antiarrhythmic	INJECTION	INTRAVENOUS	"HF Acquisition Co LLC, DBA HealthFirst"	AMIODARONE HYDROCHLORIDE	50	mg/mL	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
176	Amiodarone Hydrochloride 	Antiarrhythmic	INJECTION	INTRAVENOUS	West-Ward Pharmaceuticals Corp	AMIODARONE HYDROCHLORIDE	50	mg/mL	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
177	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	"Eon Labs, Inc."	AMIODARONE HYDROCHLORIDE	200	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
178	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	"NCS HealthCare of KY, Inc dba Vangard Labs"	AMIODARONE HYDROCHLORIDE	200	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
179	Amiodarone hydrochloride 	Antiarrhythmic	TABLET	ORAL	Major Pharmaceuticals	AMIODARONE HYDROCHLORIDE	200	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
180	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	NorthStar Rx LLC	AMIODARONE HYDROCHLORIDE	100;200;400	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
181	amiodarone hydrochloride 	Antiarrhythmic	INJECTION	INTRAVENOUS	Sagent Pharmaceuticals	AMIODARONE HYDROCHLORIDE	50	mg/mL	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
182	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	"Unichem Pharmaceuticals (USA), Inc."	AMIODARONE HYDROCHLORIDE	200	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
183	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	A-S Medication Solutions	AMIODARONE HYDROCHLORIDE	200	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
184	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	AvPAK	AMIODARONE HYDROCHLORIDE	100	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
185	AMIODARONE HYDROCHLORIDE 	Antiarrhythmic	INJECTION	INTRAVENOUS	"HF Acquisition Co LLC, DBA HealthFirst"	AMIODARONE HYDROCHLORIDE	50	mg/mL	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN OTC DRUG
186	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	"Taro Pharmaceuticals U.S.A., Inc."	AMIODARONE HYDROCHLORIDE	200;100;300;400	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
187	Amiodarone Hydrochloride 	Antiarrhythmic	TABLET	ORAL	Mayne Pharma Inc.	AMIODARONE HYDROCHLORIDE	100;200;400	mg/1	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN OTC DRUG
188	AMIODARONE HYDROCHLORIDE 	Antiarrhythmic	INJECTION	INTRAVENOUS	"General Injectables and Vaccines, Inc."	AMIODARONE HYDROCHLORIDE	50	mg/mL	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
189	Amiodarone Hydrochloride 	Antiarrhythmic	INJECTION	INTRAVENOUS	AuroMedics Pharma LLC	AMIODARONE HYDROCHLORIDE	150	mg/3mL	"Cytochrome P450 2C9 Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Antiarrhythmic [EPC],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
